playerID,awardID,yearID,teamID
beckro01,as,1997,SFN
bednada01,as,2022,PIT
bedrost01,as,1987,PHI
belanma01,as,1976,BAL
belanma01,gg,1969,BAL
belanma01,gg,1971,BAL
belanma01,gg,1973,BAL
belanma01,gg,1974,BAL
belanma01,gg,1975,BAL
belanma01,gg,1976,BAL
belanma01,gg,1977,BAL
belanma01,gg,1978,BAL
bellbe01,as,1937,SLA
bellbu01,as,1973,CLE
bellbu01,as,1980,TEX
bellbu01,as,1981,TEX
bellbu01,as,1982,TEX
bellbu01,as,1984,TEX
bellbu01,gg,1979,TEX
bellbu01,gg,1980,TEX
bellbu01,gg,1981,TEX
bellbu01,gg,1982,TEX
bellbu01,gg,1983,TEX
bellbu01,gg,1984,TEX
bellbu01,ss,1984,TEX
bellco99,hof,1974,Y
belleal01,as,1993,CLE
belleal01,as,1994,CLE
belleal01,as,1995,CLE
belleal01,as,1996,CLE
belleal01,as,1997,CHA
belleal01,ss,1993,CLE
belleal01,ss,1994,CLE
belleal01,ss,1995,CLE
belleal01,ss,1996,CLE
belleal01,ss,1998,CHA
bellga01,as,1960,CLE
bellga01,as,1966,CLE
bellga01,as,1968,BOS
bellge02,as,1987,TOR
bellge02,as,1990,TOR
bellge02,as,1991,CHN
bellge02,mvp,1987,TOR
bellge02,ss,1985,TOR
bellge02,ss,1986,TOR
bellge02,ss,1987,TOR
bellgu01,as,1953,CIN
bellgu01,as,1954,CIN
bellgu01,as,1956,CIN
bellgu01,as,1957,CIN
bellhe01,as,2009,SDN
bellhe01,as,2010,SDN
bellhe01,as,2011,SDN
bellico01,as,2017,LAN
bellico01,as,2019,LAN
bellico01,gg,2019,LAN
bellico01,mvp,2019,LAN
bellico01,roty,2017,LAN
bellico01,ss,2019,LAN
belliro01,as,2004,CLE
bellja01,as,1993,PIT
bellja01,as,1999,ARI
bellja01,gg,1993,PIT
bellja01,ss,1993,PIT
belljo02,as,2019,PIT
beltbr01,as,2016,SFN
beltrad01,as,2010,BOS
beltrad01,as,2011,TEX
beltrad01,as,2012,TEX
beltrad01,as,2014,TEX
beltrad01,gg,2007,SEA
beltrad01,gg,2008,SEA
beltrad01,gg,2011,TEX
beltrad01,gg,2012,TEX
beltrad01,gg,2016,TEX
beltrad01,ss,2004,LAN
beltrad01,ss,2010,BOS
beltrad01,ss,2011,TEX
beltrad01,ss,2014,TEX
beltrca01,as,2004,HOU
beltrca01,as,2005,NYN
beltrca01,as,2006,NYN
beltrca01,as,2007,NYN
beltrca01,as,2009,NYN
beltrca01,as,2011,NYN
beltrca01,as,2012,SLN
beltrca01,as,2013,SLN
beltrca01,as,2016,NYA
beltrca01,gg,2006,NYN
beltrca01,gg,2007,NYN
beltrca01,gg,2008,NYN
beltrca01,roty,1999,KCA
beltrca01,ss,2006,NYN
beltrca01,ss,2007,NYN
benchjo01,as,1968,CIN
benchjo01,as,1969,CIN
benchjo01,as,1970,CIN
benchjo01,as,1971,CIN
benchjo01,as,1972,CIN
benchjo01,as,1973,CIN
benchjo01,as,1974,CIN
benchjo01,as,1975,CIN
benchjo01,as,1976,CIN
benchjo01,as,1977,CIN
benchjo01,as,1978,CIN
benchjo01,as,1979,CIN
benchjo01,as,1980,CIN
benchjo01,as,1983,CIN
benchjo01,gg,1968,CIN
benchjo01,gg,1969,CIN
benchjo01,gg,1970,CIN
benchjo01,gg,1971,CIN
benchjo01,gg,1972,CIN
benchjo01,gg,1973,CIN
benchjo01,gg,1974,CIN
benchjo01,gg,1975,CIN
benchjo01,gg,1976,CIN
benchjo01,gg,1977,CIN
benchjo01,hof,1989,Y
benchjo01,mvp,1970,CIN
benchjo01,mvp,1972,CIN
benchjo01,roty,1968,CIN
benchjo01,wsmvp,1976,CIN
bendech01,hof,1953,Y
benedbr01,as,1981,ATL
benedbr01,as,1983,ATL
benesan01,as,1993,SDN
beninan01,as,2022,KCA
beninan01,gg,2021,KCA
beniqju01,gg,1977,TEX
benitar01,as,2003,NYN
benitar01,as,2004,FLO
bentoal01,as,1941,DET
bentoal01,as,1942,DET
bereja01,as,1994,CHA
bergewa01,as,1933,BSN
bergewa01,as,1934,BSN
bergewa01,as,1935,BSN
bergewa01,as,1936,BSN
berkmla01,as,2001,HOU
berkmla01,as,2002,HOU
berkmla01,as,2004,HOU
berkmla01,as,2006,HOU
berkmla01,as,2008,HOU
berkmla01,as,2011,SLN
berrayo01,as,1948,NYA
berrayo01,as,1949,NYA
berrayo01,as,1950,NYA
berrayo01,as,1951,NYA
berrayo01,as,1952,NYA
berrayo01,as,1953,NYA
berrayo01,as,1954,NYA
berrayo01,as,1955,NYA
berrayo01,as,1956,NYA
berrayo01,as,1957,NYA
berrayo01,as,1958,NYA
berrayo01,as,1959,NYA
berrayo01,as,1960,NYA
berrayo01,as,1961,NYA
berrayo01,as,1962,NYA
berrayo01,hof,1972,Y
berrayo01,mvp,1951,NYA
berrayo01,mvp,1954,NYA
berrayo01,mvp,1955,NYA
berrijo01,as,2018,MIN
berrijo01,as,2019,MIN
berroan01,roty,2003,KCA
berryke01,as,1967,CHA
berryke01,gg,1970,CHA
berryke01,gg,1972,CAL
betande01,as,2014,NYA
betande01,as,2015,NYA
betande01,as,2016,NYA
betande01,as,2017,NYA
bettsmo01,as,2016,BOS
bettsmo01,as,2017,BOS
bettsmo01,as,2018,BOS
bettsmo01,as,2019,BOS
bettsmo01,as,2021,LAN
bettsmo01,as,2022,LAN
bettsmo01,gg,2016,BOS
bettsmo01,gg,2017,BOS
bettsmo01,gg,2018,BOS
bettsmo01,gg,2019,BOS
bettsmo01,gg,2020,LAN
bettsmo01,mvp,2018,BOS
bettsmo01,ss,2016,BOS
bettsmo01,ss,2018,BOS
bettsmo01,ss,2019,BOS
bettsmo01,ss,2020,LAN
bibbyji01,as,1980,PIT
bichebo01,as,2021,TOR
bicheda01,as,1994,COL
bicheda01,as,1995,COL
bicheda01,as,1996,COL
bicheda01,as,1998,COL
bicheda01,ss,1995,COL
bickfve01,as,1949,BSN
biebesh01,as,2019,CLE
biebesh01,as,2021,CLE
biggicr01,as,1991,HOU
biggicr01,as,1992,HOU
biggicr01,as,1994,HOU
biggicr01,as,1995,HOU
biggicr01,as,1996,HOU
biggicr01,as,1997,HOU
biggicr01,as,1998,HOU
biggicr01,gg,1994,HOU
biggicr01,gg,1995,HOU
biggicr01,gg,1996,HOU
biggicr01,gg,1997,HOU
biggicr01,hof,2015,Y
biggicr01,ss,1989,HOU
biggicr01,ss,1994,HOU
biggicr01,ss,1995,HOU
biggicr01,ss,1997,HOU
biggicr01,ss,1998,HOU
billich01,as,2009,LAN
billija01,as,1973,CIN
blackch02,as,2014,COL
blackch02,as,2017,COL
blackch02,as,2018,COL
blackch02,as,2019,COL
blackch02,ss,2016,COL
blackch02,ss,2017,COL
blackew01,as,1946,CIN
blackew01,as,1947,CIN
blackew01,as,1948,CIN
blackew01,as,1949,CIN
blackew01,as,1950,CIN
blackew01,as,1951,CIN
blackjo02,roty,1952,BRO
blackpa01,as,2022,OAK
blairpa01,as,1969,BAL
blairpa01,as,1973,BAL
blairpa01,gg,1967,BAL
blairpa01,gg,1969,BAL
blairpa01,gg,1970,BAL
blairpa01,gg,1971,BAL
blairpa01,gg,1972,BAL
blairpa01,gg,1973,BAL
blairpa01,gg,1974,BAL
blairpa01,gg,1975,BAL
blaloha01,as,2003,TEX
blaloha01,as,2004,TEX
blantcy01,as,1937,PIT
blantcy01,as,1941,PHI
blasido01,as,1958,SLN
blassst01,as,1972,PIT
blausje01,as,1993,ATL
blausje01,as,1997,ATL
blausje01,ss,1997,ATL
blefacu01,roty,1965,BAL
bluegos01,as,1935,WS1
bluevi01,as,1971,OAK
bluevi01,as,1975,OAK
bluevi01,as,1977,OAK
bluevi01,as,1978,SFN
bluevi01,as,1980,SFN
bluevi01,as,1981,SFN
bluevi01,mvp,1971,OAK
blylebe01,as,1973,MIN
blylebe01,as,1985,CLE
blylebe01,hof,2011,Y
bochtbr01,as,1979,SEA
boddimi01,as,1984,BAL
boddimi01,gg,1990,BOS
bogaexa01,as,2016,BOS
bogaexa01,as,2019,BOS
bogaexa01,as,2021,BOS
bogaexa01,as,2022,BOS
bogaexa01,ss,2015,BOS
bogaexa01,ss,2016,BOS
boggswa01,as,1985,BOS
boggswa01,as,1986,BOS
boggswa01,as,1987,BOS
boggswa01,as,1988,BOS
boggswa01,as,1989,BOS
boggswa01,as,1990,BOS
boggswa01,as,1991,BOS
boggswa01,as,1992,BOS
boggswa01,as,1993,NYA
boggswa01,as,1994,NYA
boggswa01,as,1995,NYA
boggswa01,as,1996,NYA
boggswa01,gg,1994,NYA
boggswa01,gg,1995,NYA
boggswa01,hof,2005,Y
boggswa01,ss,1983,BOS
boggswa01,ss,1986,BOS
boggswa01,ss,1987,BOS
boggswa01,ss,1988,BOS
boggswa01,ss,1989,BOS
boggswa01,ss,1991,BOS
boggswa01,ss,1993,NYA
boggswa01,ss,1994,NYA
bollifr01,as,1961,MLN
bollifr01,as,1962,MLN
bollifr01,gg,1958,DET
bondsba01,as,1990,PIT
bondsba01,as,1992,PIT
bondsba01,as,1993,SFN
bondsba01,as,1994,SFN
bondsba01,as,1995,SFN
bondsba01,as,1996,SFN
bondsba01,as,1997,SFN
bondsba01,as,1998,SFN
bondsba01,as,2000,SFN
bondsba01,as,2001,SFN
bondsba01,as,2002,SFN
bondsba01,as,2003,SFN
bondsba01,as,2004,SFN
bondsba01,as,2007,SFN
bondsba01,gg,1990,PIT
bondsba01,gg,1991,PIT
bondsba01,gg,1992,PIT
bondsba01,gg,1993,SFN
bondsba01,gg,1994,SFN
bondsba01,gg,1996,SFN
bondsba01,gg,1997,SFN
bondsba01,gg,1998,SFN
bondsba01,mvp,1990,PIT
bondsba01,mvp,1992,PIT
bondsba01,mvp,1993,SFN
bondsba01,mvp,2001,SFN
bondsba01,mvp,2002,SFN
bondsba01,mvp,2003,SFN
bondsba01,mvp,2004,SFN
bondsba01,ss,1990,PIT
bondsba01,ss,1991,PIT
bondsba01,ss,1992,PIT
bondsba01,ss,1993,SFN
bondsba01,ss,1994,SFN
bondsba01,ss,1996,SFN
bondsba01,ss,1997,SFN
bondsba01,ss,2000,SFN
bondsba01,ss,2001,SFN
bondsba01,ss,2002,SFN
bondsba01,ss,2003,SFN
bondsba01,ss,2004,SFN
bondsbo01,as,1971,SFN
bondsbo01,as,1973,SFN
bondsbo01,as,1975,NYA
bondsbo01,gg,1971,SFN
bondsbo01,gg,1973,SFN
bondsbo01,gg,1974,SFN
bonesri01,as,1994,MIL
bonhati01,as,1942,NYA
bonhati01,as,1943,NYA
bonilbo01,as,1988,PIT
bonilbo01,as,1989,PIT
bonilbo01,as,1990,PIT
bonilbo01,as,1991,PIT
bonilbo01,as,1993,NYN
bonilbo01,as,1995,NYN
bonilbo01,ss,1988,PIT
bonilbo01,ss,1990,PIT
bonilbo01,ss,1991,PIT
booneaa01,as,2003,CIN
boonebo01,as,1976,PHI
boonebo01,as,1978,PHI
boonebo01,as,1979,PHI
boonebo01,as,1983,CAL
boonebo01,gg,1978,PHI
boonebo01,gg,1979,PHI
boonebo01,gg,1982,CAL
boonebo01,gg,1986,CAL
boonebo01,gg,1987,CAL
boonebo01,gg,1988,CAL
boonebo01,gg,1989,KCA
boonebr01,as,1998,CIN
boonebr01,as,2001,SEA
boonebr01,as,2003,SEA
boonebr01,gg,1998,CIN
boonebr01,gg,2002,SEA
boonebr01,gg,2003,SEA
boonebr01,gg,2004,SEA
boonebr01,ss,2001,SEA
boonebr01,ss,2003,SEA
boonera01,as,1954,DET
boonera01,as,1956,DET
bordepa01,wsmvp,1992,TOR
bordimi01,as,2000,BAL
borowha01,as,1944,NYA
borowha01,as,1945,NYA
bottari01,as,1996,PHI
botteke01,as,1999,SLN
bottoji01,hof,1974,Y
bottoji01,mvp,1928,SLN
boudrlo01,as,1940,CLE
boudrlo01,as,1941,CLE
boudrlo01,as,1942,CLE
boudrlo01,as,1943,CLE
boudrlo01,as,1944,CLE
boudrlo01,as,1945,CLE
boudrlo01,as,1947,CLE
boudrlo01,as,1948,CLE
boudrlo01,hof,1970,Y
boudrlo01,mvp,1948,CLE
bournmi01,as,2010,HOU
bournmi01,as,2012,ATL
bournmi01,gg,2009,HOU
bournmi01,gg,2010,HOU
boutoji01,as,1963,NYA
bowala01,as,1974,PHI
bowala01,as,1975,PHI
bowala01,as,1976,PHI
bowala01,as,1978,PHI
bowala01,as,1979,PHI
bowala01,gg,1972,PHI
bowala01,gg,1978,PHI
boxbebr01,as,2015,TBA
boyercl02,gg,1969,ATL
boyerke01,as,1956,SLN
boyerke01,as,1959,SLN
boyerke01,as,1960,SLN
boyerke01,as,1961,SLN
boyerke01,as,1962,SLN
boyerke01,as,1963,SLN
boyerke01,as,1964,SLN
boyerke01,gg,1958,SLN
boyerke01,gg,1959,SLN
boyerke01,gg,1960,SLN
boyerke01,gg,1961,SLN
boyerke01,gg,1963,SLN
boyerke01,mvp,1964,SLN
brachbr01,as,2016,BAL
bradlja02,as,2016,BOS
bradlja02,gg,2018,BOS
bradlmi01,as,2008,TEX
bradlph01,as,1985,SEA
brancra01,as,1947,BRO
brancra01,as,1948,BRO
brancra01,as,1949,BRO
brandja01,as,1961,BAL
brandja01,gg,1959,SFN
brantje01,as,1990,SFN
brantmi02,as,2014,CLE
brantmi02,as,2017,CLE
brantmi02,as,2018,CLE
brantmi02,as,2019,HOU
brantmi02,as,2021,HOU
brantmi02,ss,2014,CLE
braunry02,as,2008,MIL
braunry02,as,2009,MIL
braunry02,as,2010,MIL
braunry02,as,2012,MIL
braunry02,as,2015,MIL
braunry02,mvp,2011,MIL
braunry02,roty,2007,MIL
braunry02,ss,2008,MIL
braunry02,ss,2009,MIL
braunry02,ss,2010,MIL
braunry02,ss,2011,MIL
brechha01,as,1947,SLN
brechha01,as,1948,SLN
bregmal01,as,2018,HOU
bregmal01,as,2019,HOU
bregmal01,ss,2019,HOU
brenlbo01,as,1984,SFN
bresnro01,hof,1945,Y
bressed01,as,1964,BOS
brettge01,as,1976,KCA
brettge01,as,1977,KCA
brettge01,as,1978,KCA
brettge01,as,1979,KCA
brettge01,as,1980,KCA
brettge01,as,1981,KCA
brettge01,as,1982,KCA
brettge01,as,1983,KCA
brettge01,as,1984,KCA
brettge01,as,1985,KCA
brettge01,as,1986,KCA
brettge01,as,1987,KCA
brettge01,as,1988,KCA
brettge01,gg,1985,KCA
brettge01,hof,1999,Y
brettge01,mvp,1980,KCA
brettge01,ss,1980,KCA
brettge01,ss,1985,KCA
brettge01,ss,1988,KCA
brettke01,as,1974,PIT
breweji01,as,1973,LAN
breweto01,as,1956,BOS
bridgro01,as,1958,WS1
bridgto01,as,1934,DET
bridgto01,as,1935,DET
bridgto01,as,1936,DET
bridgto01,as,1937,DET
bridgto01,as,1939,DET
bridgto01,as,1940,DET
brinked01,as,1973,DET
brinked01,gg,1972,DET
brisslo01,as,1949,PHA
brittza01,as,2015,BAL
brittza01,as,2016,BAL
brocklo01,as,1967,SLN
brocklo01,as,1971,SLN
brocklo01,as,1972,SLN
brocklo01,as,1974,SLN
